effect	effect_list	scope	value
wh3_dlc26_effect_ability_enable_goblin_nets	wh3_dlc26_force_initiative_grn_da_plan_netted_targets	character_to_force_own_unseen	1.0000
wh3_dlc26_effect_ability_enable_gorbads_boyz	wh3_dlc26_force_initiative_grn_da_plan_orcs_are_da_best	character_to_force_own_unseen	1.0000
wh3_dlc26_effect_upkeep_reduction_boyz_boar_boyz	wh3_dlc26_force_initiative_grn_da_plan_orcs_are_da_best	character_to_force_own_unseen	-5.0000
wh3_dlc26_effect_ability_cooldown_little_big_waaagh	wh3_dlc26_force_initiative_grn_da_plan_power_of_da_waaagh	character_to_force_own_unseen	-25.0000
wh3_dlc26_effect_ability_cost_little_big_waaagh	wh3_dlc26_force_initiative_grn_da_plan_power_of_da_waaagh	character_to_force_own_unseen	-20.0000
wh3_main_effect_winds_of_magic_pool_cap	wh3_dlc26_force_initiative_grn_da_plan_power_of_da_waaagh	character_to_force_own_unseen	5.0000
wh2_main_effect_force_all_campaign_sacking_income	wh3_dlc26_force_initiative_grn_da_plan_raidin_parties	character_to_character_own	25.0000
wh_main_effect_force_all_campaign_raid_income	wh3_dlc26_force_initiative_grn_da_plan_raidin_parties	character_to_force_own_unseen	50.0000
wh_main_effect_force_all_campaign_movement_range	wh3_dlc26_force_initiative_grn_da_plan_regimental	character_to_force_own_unseen	10.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc26_force_initiative_grn_da_plan_regimental	character_to_force_own	-15.0000
wh_main_effect_force_stat_vigour_loss_reduction	wh3_dlc26_force_initiative_grn_da_plan_regimental	character_to_force_own	-30.0000
wh3_dlc26_effect_ability_enable_shoot_da_runts	wh3_dlc26_force_initiative_grn_da_plan_shoot_da_runts	character_to_force_own_unseen	1.0000
wh_main_effect_force_stat_ammunition	wh3_dlc26_force_initiative_grn_da_plan_shoot_da_runts	character_to_force_own	10.0000
wh3_dlc26_effect_ability_enable_shot_in_da_dark	wh3_dlc26_force_initiative_grn_da_plan_shot_in_da_dark	character_to_force_own_unseen	1.0000
wh3_dlc26_effect_attribute_enable_unspottable_grn_night_goblin_archers	wh3_dlc26_force_initiative_grn_da_plan_shot_in_da_dark	character_to_force_own_unseen	1.0000
wh3_dlc26_effect_attribute_grn_night_goblin_archers	wh3_dlc26_force_initiative_grn_da_plan_shot_in_da_dark	character_to_force_own_unseen	1.0000
wh3_dlc26_effect_ability_enable_splode_da_big_one	wh3_dlc26_force_initiative_grn_da_plan_splode_da_big_one	character_to_force_own_unseen	1.0000
wh3_main_effect_winds_of_magic_pool_cap	wh3_dlc26_force_initiative_grn_da_plan_splode_da_big_one	character_to_force_own_unseen	15.0000
wh3_dlc26_anti_large_grn_spear_infantry	wh3_dlc26_force_initiative_grn_da_plan_stick_em_like_pigs	character_to_force_own_unseen	5.0000
wh3_dlc26_effect_passive_ability_enable_stick_em_like_pigs	wh3_dlc26_force_initiative_grn_da_plan_stick_em_like_pigs	character_to_force_own_unseen	1.0000
wh3_dlc26_effect_ability_enable_overwhelming_odour_upgraded	wh3_dlc26_force_initiative_grn_da_plan_stinkee_arrers	character_to_force_own_unseen	1.0000
wh3_dlc26_effect_arrer_boyz_stinkee_arrers_projectile_switch	wh3_dlc26_force_initiative_grn_da_plan_stinkee_arrers	character_to_force_own_unseen	1.0000
wh3_dlc26_effect_army_ability_enable_foot_of_gork	wh3_dlc26_force_initiative_grn_da_plan_stompin_ground	character_to_force_own_unseen	1.0000
wh3_main_effect_winds_of_magic_pool_cap	wh3_dlc26_force_initiative_grn_da_plan_stompin_ground	character_to_force_own_unseen	10.0000
wh3_dlc26_effect_ability_enable_suprise_savagry	wh3_dlc26_force_initiative_grn_da_plan_suprise_savagery	character_to_force_own_unseen	1.0000
wh3_dlc26_effect_attribute_enable_vanguard_deployment_savage_orcs	wh3_dlc26_force_initiative_grn_da_plan_suprise_savagery	character_to_force_own_unseen	1.0000
wh3_dlc26_effect_attribute_grn_nasty_skulkers	wh3_dlc26_force_initiative_grn_da_plan_suprise_savagery	character_to_force_own_unseen	1.0000
wh3_dlc26_effect_force_stat_physical_resistance_skulkers	wh3_dlc26_force_initiative_grn_da_plan_suprise_savagery	character_to_force_own_unseen	25.0000
wh2_main_effect_force_enemy_campaign_movement_range	wh3_dlc26_force_initiative_grn_da_plan_webweavin	force_to_force_enemy_regionwide_hidden	-30.0000
wh3_dlc26_effect_ability_enable_webweavin	wh3_dlc26_force_initiative_grn_da_plan_webweavin	character_to_force_own_unseen	1.0000
wh3_dlc26_effect_attribute_grn_spiders	wh3_dlc26_force_initiative_grn_da_plan_webweavin	character_to_force_own_unseen	1.0000
wh_main_effect_force_army_campaign_ambush_attack_success_chance	wh3_dlc26_force_initiative_grn_da_plan_webweavin	character_to_force_own_unseen	50.0000
wh3_dlc26_effect_ability_cooldown_spinning_loons	wh3_dlc26_force_initiative_grn_fungus_farms	character_to_force_own_unseen	-25.0000
wh3_dlc26_effect_ability_uses_spinning_loons	wh3_dlc26_force_initiative_grn_fungus_farms	character_to_force_own_unseen	3.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_colonies	wh3_dlc27_asur_domination_focus_colonies_01_effect_list	faction_to_faction_own_unseen	20.0001
wh3_main_effect_allegiance_points_mod	wh3_dlc27_asur_domination_focus_colonies_01_effect_list	faction_to_faction_own_unseen	30.0000
wh3_main_effect_allied_recruitment_global_pool_cost_percentage_mod	wh3_dlc27_asur_domination_focus_colonies_01_effect_list	faction_to_faction_own_unseen	-50.0000
wh_main_faction_political_diplomacy_mod	wh3_dlc27_asur_domination_focus_colonies_01_effect_list	faction_to_faction_own_unseen	10.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_colonies	wh3_dlc27_asur_domination_focus_colonies_02_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_economy_gdp_mod_trade_sea	wh3_dlc27_asur_domination_focus_colonies_02_effect_list	faction_to_region_own	20.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_colonies	wh3_dlc27_asur_domination_focus_colonies_03_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_economy_gdp_mod_all	wh3_dlc27_asur_domination_focus_colonies_03_effect_list	faction_to_region_own	10.0000
wh3_dlc27_effect_elven_colony_asur_domination	wh3_dlc27_asur_domination_focus_colonies_04_effect_list	faction_to_faction_own_unseen	1.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_colonies	wh3_dlc27_asur_domination_focus_colonies_04_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_building_construction_cost_mod	wh3_dlc27_asur_domination_focus_colonies_04_effect_list	faction_to_region_own	-5.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_colonies	wh3_dlc27_asur_domination_focus_colonies_05_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_public_order_events	wh3_dlc27_asur_domination_focus_colonies_05_effect_list	faction_to_province_own	3.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_colonies	wh3_dlc27_asur_domination_focus_colonies_06_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_economy_trade_good_commodity_mod	wh3_dlc27_asur_domination_focus_colonies_06_effect_list	faction_to_faction_own_unseen	10.0000
wh_main_effect_economy_trade_tariff_mod	wh3_dlc27_asur_domination_focus_colonies_06_effect_list	faction_to_faction_own	100.0000
wh2_main_effect_force_all_campaign_sacking_income	wh3_dlc27_asur_domination_focus_colonies_07_effect_list	faction_to_character_own_factionwide_armytext	20.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_colonies	wh3_dlc27_asur_domination_focus_colonies_07_effect_list	faction_to_faction_own_unseen	20.0001
wh3_dlc27_effect_building_construction_time_add_mod_all	wh3_dlc27_asur_domination_focus_colonies_08_effect_list	faction_to_region_own	-1.0000
wh3_dlc27_effect_elven_colony_asur_domination	wh3_dlc27_asur_domination_focus_colonies_08_effect_list	faction_to_faction_own_unseen	1.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_colonies	wh3_dlc27_asur_domination_focus_colonies_08_effect_list	faction_to_faction_own_unseen	20.0001
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_dragonships	wh3_dlc27_asur_domination_focus_dragonships_01_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_force_all_campaign_recruitment_cost_all	wh3_dlc27_asur_domination_focus_dragonships_01_effect_list	faction_to_force_own	-10.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_dragonships	wh3_dlc27_asur_domination_focus_dragonships_02_effect_list	faction_to_faction_own_unseen	20.0001
wh3_main_effect_ap_replenish_after_sea_lane	wh3_dlc27_asur_domination_focus_dragonships_02_effect_list	faction_to_faction_own_unseen	50.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_dragonships	wh3_dlc27_asur_domination_focus_dragonships_03_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_force_all_campaign_replenishment_rate_horde	wh3_dlc27_asur_domination_focus_dragonships_03_effect_list	faction_to_character_own_dragonships	5.0000
wh2_main_effect_agent_recruitment_xp_all_agents_and_lords	wh3_dlc27_asur_domination_focus_dragonships_04_effect_list	faction_to_force_own	2.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_dragonships	wh3_dlc27_asur_domination_focus_dragonships_04_effect_list	faction_to_faction_own_unseen	20.0001
wh3_main_effect_character_campaign_experience_mod	wh3_dlc27_asur_domination_focus_dragonships_04_effect_list	faction_to_character_own	5.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_dragonships	wh3_dlc27_asur_domination_focus_dragonships_05_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_asur_domination_focus_dragonships_05_effect_list	faction_to_force_own	-5.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_dragonships	wh3_dlc27_asur_domination_focus_dragonships_06_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_force_all_campaign_experience_base_all	wh3_dlc27_asur_domination_focus_dragonships_06_effect_list	faction_to_force_own	1.0000
wh3_dlc27_effect_building_construction_cost_mod_dragonships_all	wh3_dlc27_asur_domination_focus_dragonships_07_effect_list	faction_to_force_own_dragonships	-5.0000
wh3_dlc27_effect_dragonship_growth_core	wh3_dlc27_asur_domination_focus_dragonships_07_effect_list	faction_to_force_own	2.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_dragonships	wh3_dlc27_asur_domination_focus_dragonships_07_effect_list	faction_to_faction_own_unseen	20.0001
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_dragonships	wh3_dlc27_asur_domination_focus_dragonships_08_effect_list	faction_to_faction_own_unseen	20.0001
wh3_dlc27_effect_unlock_recruitment_hef_dragonship_admiral_4_dummy	wh3_dlc27_asur_domination_focus_dragonships_08_effect_list	faction_to_faction_own_unseen	1.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_asur_domination_focus_dragonships_08_effect_list	faction_to_force_own	2.0000
wh_main_effect_force_stat_physical_resistance	wh3_dlc27_asur_domination_focus_dragonships_08_effect_list	faction_to_force_own	5.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_outposts	wh3_dlc27_asur_domination_focus_outposts_01_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_technology_research_points	wh3_dlc27_asur_domination_focus_outposts_01_effect_list	faction_to_faction_own_unseen	20.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_outposts	wh3_dlc27_asur_domination_focus_outposts_02_effect_list	faction_to_faction_own_unseen	20.0001
wh3_main_effect_corruption_reduction_buildings	wh3_dlc27_asur_domination_focus_outposts_02_effect_list	faction_to_province_own	-5.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_outposts	wh3_dlc27_asur_domination_focus_outposts_03_effect_list	faction_to_faction_own_unseen	20.0001
wh3_main_effect_winds_of_magic_pool_cap	wh3_dlc27_asur_domination_focus_outposts_03_effect_list	faction_to_force_own	10.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_outposts	wh3_dlc27_asur_domination_focus_outposts_04_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_force_all_campaign_post_battle_loot_mod	wh3_dlc27_asur_domination_focus_outposts_04_effect_list	faction_to_faction_own	20.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_outposts	wh3_dlc27_asur_domination_focus_outposts_05_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_force_stat_leadership	wh3_dlc27_asur_domination_focus_outposts_05_effect_list	faction_to_force_own	4.0000
wh_main_effect_force_stat_vigour_loss_reduction	wh3_dlc27_asur_domination_focus_outposts_05_effect_list	faction_to_force_own	-5.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_outposts	wh3_dlc27_asur_domination_focus_outposts_06_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_agent_action_success_chance	wh3_dlc27_asur_domination_focus_outposts_06_effect_list	faction_to_character_own	10.0000
wh_main_effect_agent_action_success_chance_enemy	wh3_dlc27_asur_domination_focus_outposts_06_effect_list	faction_to_character_own	-20.0000
wh2_main_faction_political_diplomacy_mod_high_elves	wh3_dlc27_asur_domination_focus_outposts_07_effect_list	faction_to_faction_own_unseen	30.0000
wh3_dlc27_effect_hef_elven_trade_asur_domination	wh3_dlc27_asur_domination_focus_outposts_07_effect_list	faction_to_faction_own_unseen	100.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_outposts	wh3_dlc27_asur_domination_focus_outposts_07_effect_list	faction_to_faction_own_unseen	20.0001
wh3_dlc27_effect_building_construction_cost_mod_outposts	wh3_dlc27_asur_domination_focus_outposts_08_effect_list	faction_to_foreign_building_unseen	-5.0000
wh3_dlc27_effect_initiative_cost_reduction_asur_domination_outposts	wh3_dlc27_asur_domination_focus_outposts_08_effect_list	faction_to_faction_own_unseen	20.0001
wh_main_effect_province_growth_events	wh3_dlc27_asur_domination_focus_outposts_08_effect_list	faction_to_province_own	20.0000
wh_main_effect_character_stat_physical_resistance	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_01	character_to_character_own	5.0000
wh_main_effect_character_stat_unit_health	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_01	character_to_character_own	5.0000
wh3_main_effect_character_stat_enable_soporific_musk	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_02	character_to_character_own	1.0000
wh_main_effect_character_stat_ap_damage	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_02	character_to_character_own	50.0000
wh3_main_effect_ability_enable_feasting_on_fear	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_03	character_to_character_own	1.0000
wh_main_effect_attribute_enable_causes_terror	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_03	character_to_character_own	1.0000
wh3_main_effect_ability_enable_chaos_armour	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_04	character_to_character_own	1.0000
wh_main_effect_character_stat_missile_resistance	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_04	character_to_character_own	10.0000
wh_main_effect_character_stat_ward_save	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_05	character_to_character_own	5.0000
wh3_dlc20_effect_pooled_resource_mod_souls_battle	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_06	character_to_force_own_unseen	10.0000
wh_main_effect_force_all_campaign_post_battle_loot_mod	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_06	character_to_character_own	10.0000
wh2_dlc12_effect_magic_cooldown_all_lores	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_07	character_to_character_own	-10.0000
wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_07	character_to_character_own	-10.0000
wh3_main_effect_attribute_enable_devestating_flanker	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_08	character_to_character_own	1.0000
wh3_main_effect_force_stat_charge_bonus_add_sla_hellstriders	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_08	character_to_force_own_alt_text	10.0000
wh3_main_effect_ability_enable_eldritch_aura	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_09	character_to_character_own	1.0000
wh_main_effect_character_stat_magic_resistance	wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_09	character_to_character_own	15.0000
wh_main_effect_character_stat_melee_defence	wh3_dlc27_character_initiative_chs_exalted_hero_sla_01	character_to_character_own	5.0000
wh_main_effect_character_stat_unit_health	wh3_dlc27_character_initiative_chs_exalted_hero_sla_01	character_to_character_own	5.0000
wh3_dlc20_effect_enable_attribute_vanguard_deployment_chs_chaos_knights	wh3_dlc27_character_initiative_chs_exalted_hero_sla_02	character_to_force_own_unseen	1.0000
wh_main_effect_attribute_enable_vanguard_deployment	wh3_dlc27_character_initiative_chs_exalted_hero_sla_02	character_to_character_own	1.0000
wh3_main_effect_ability_enable_chaos_armour	wh3_dlc27_character_initiative_chs_exalted_hero_sla_03	character_to_character_own	1.0000
wh_main_effect_character_stat_missile_resistance	wh3_dlc27_character_initiative_chs_exalted_hero_sla_03	character_to_character_own	10.0000
wh3_main_effect_ability_enable_feasting_on_fear	wh3_dlc27_character_initiative_chs_exalted_hero_sla_04	character_to_character_own	1.0000
wh_main_effect_attribute_enable_causes_terror	wh3_dlc27_character_initiative_chs_exalted_hero_sla_04	character_to_character_own	1.0000
wh_main_effect_character_stat_melee_attack	wh3_dlc27_character_initiative_chs_exalted_hero_sla_05	character_to_character_own	5.0000
wh_main_effect_character_stat_weapon_strength	wh3_dlc27_character_initiative_chs_exalted_hero_sla_05	character_to_character_own	5.0000
wh3_main_effect_ability_enable_eldritch_aura	wh3_dlc27_character_initiative_chs_exalted_hero_sla_06	character_to_character_own	1.0000
wh_main_effect_character_stat_magic_resistance	wh3_dlc27_character_initiative_chs_exalted_hero_sla_06	character_to_character_own	15.0000
