member	attitude
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Pleasure_Tide_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Argfluxs_Pyrocasters_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_Scriveners_Of_Fate_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_Rogue_TZE_Faction_The_Fuxion_Host_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_HeirsofMourkain_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_ScoureofAquitaine_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_Rogue_VMP_Faction_TheWanderingDead_&_Positive	friendly
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_Negative	hostile
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionWoodElf_&_Negative	hostile
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_OtherFactionWoodElf_&_Positive	friendly
diplomacy_FactionGroup_Rogue_WEF_Faction_HuntersofKurnous_&_Positive	friendly
diplomacy_FactionGroup_Rogue_WEF_Faction_WorldrootRangers_&_Negative	hostile
diplomacy_FactionGroup_Rogue_WEF_Faction_WorldrootRangers_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_FactionGroup_Rogue_WEF_Faction_WorldrootRangers_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_FactionGroup_Rogue_WEF_Faction_WorldrootRangers_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_Rogue_WEF_Faction_WorldrootRangers_&_OtherFactionBretonnia_&_Positive	friendly
