member	context	max_range	min_range
wh3_main_corruption_slaanesh_51-60_wh3_main_sla_slaanesh	VALUE	60	51
wh3_main_corruption_slaanesh_51-60_wh3_main_tze_tzeentch	VALUE	60	51
wh3_main_corruption_slaanesh_51-60_wh_dlc03_bst_beastmen	VALUE	60	51
wh3_main_corruption_slaanesh_51-60_wh_dlc05_wef_wood_elves	VALUE	60	51
wh3_main_corruption_slaanesh_51-60_wh_dlc08_nor_norsca	VALUE	60	51
wh3_main_corruption_slaanesh_51-60_wh_main_brt_bretonnia	VALUE	60	51
wh3_main_corruption_slaanesh_51-60_wh_main_chs_chaos	VALUE	60	51
wh3_main_corruption_slaanesh_51-60_wh_main_dwf_dwarfs	VALUE	60	51
wh3_main_corruption_slaanesh_51-60_wh_main_emp_empire	VALUE	60	51
wh3_main_corruption_slaanesh_51-60_wh_main_grn_greenskins	VALUE	60	51
wh3_main_corruption_slaanesh_51-60_wh_main_vmp_vampire_counts	VALUE	60	51
wh3_main_corruption_slaanesh_61-70_no_culture	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh2_dlc09_tmb_tomb_kings	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh2_dlc11_cst_vampire_coast	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh2_main_def_cult_of_pleasure	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh2_main_def_cult_of_pleasure_separatists	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh2_main_def_dark_elves	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh2_main_def_ssildra_tor	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh2_main_hef_high_elves	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh2_main_lzd_lizardmen	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh2_main_rogue	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh2_main_skv_skaven	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh3_dlc20_chs_azazel	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh3_dlc20_chs_sigvald	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh3_dlc20_chs_valkia	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh3_main_cth_cathay	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh3_main_dae_daemons	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh3_main_kho_khorne	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh3_main_ksl_kislev	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh3_main_nur_nurgle	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh3_main_ogr_ogre_kingdoms	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh3_main_sla_slaanesh	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh3_main_tze_tzeentch	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh_dlc03_bst_beastmen	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh_dlc05_wef_wood_elves	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh_dlc08_nor_norsca	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh_main_brt_bretonnia	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh_main_chs_chaos	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh_main_dwf_dwarfs	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh_main_emp_empire	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh_main_grn_greenskins	VALUE	70	61
wh3_main_corruption_slaanesh_61-70_wh_main_vmp_vampire_counts	VALUE	70	61
wh3_main_corruption_slaanesh_71-80_no_culture	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh2_dlc09_tmb_tomb_kings	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh2_dlc11_cst_vampire_coast	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh2_main_def_cult_of_pleasure	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh2_main_def_cult_of_pleasure_separatists	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh2_main_def_dark_elves	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh2_main_def_ssildra_tor	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh2_main_hef_high_elves	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh2_main_lzd_lizardmen	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh2_main_rogue	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh2_main_skv_skaven	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh3_dlc20_chs_azazel	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh3_dlc20_chs_sigvald	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh3_dlc20_chs_valkia	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh3_main_cth_cathay	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh3_main_dae_daemons	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh3_main_kho_khorne	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh3_main_ksl_kislev	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh3_main_nur_nurgle	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh3_main_ogr_ogre_kingdoms	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh3_main_sla_slaanesh	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh3_main_tze_tzeentch	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh_dlc03_bst_beastmen	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh_dlc05_wef_wood_elves	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh_dlc08_nor_norsca	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh_main_brt_bretonnia	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh_main_chs_chaos	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh_main_dwf_dwarfs	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh_main_emp_empire	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh_main_grn_greenskins	VALUE	80	71
wh3_main_corruption_slaanesh_71-80_wh_main_vmp_vampire_counts	VALUE	80	71
wh3_main_corruption_slaanesh_81-90_no_culture	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh2_dlc09_tmb_tomb_kings	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh2_dlc11_cst_vampire_coast	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh2_main_def_cult_of_pleasure	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh2_main_def_cult_of_pleasure_separatists	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh2_main_def_dark_elves	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh2_main_def_ssildra_tor	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh2_main_hef_high_elves	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh2_main_lzd_lizardmen	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh2_main_rogue	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh2_main_skv_skaven	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh3_dlc20_chs_azazel	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh3_dlc20_chs_sigvald	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh3_dlc20_chs_valkia	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh3_main_cth_cathay	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh3_main_dae_daemons	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh3_main_kho_khorne	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh3_main_ksl_kislev	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh3_main_nur_nurgle	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh3_main_ogr_ogre_kingdoms	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh3_main_sla_slaanesh	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh3_main_tze_tzeentch	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh_dlc03_bst_beastmen	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh_dlc05_wef_wood_elves	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh_dlc08_nor_norsca	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh_main_brt_bretonnia	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh_main_chs_chaos	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh_main_dwf_dwarfs	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh_main_emp_empire	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh_main_grn_greenskins	VALUE	90	81
wh3_main_corruption_slaanesh_81-90_wh_main_vmp_vampire_counts	VALUE	90	81
wh3_main_corruption_slaanesh_91-100_no_culture	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh2_dlc09_tmb_tomb_kings	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh2_dlc11_cst_vampire_coast	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh2_main_def_cult_of_pleasure	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh2_main_def_cult_of_pleasure_separatists	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh2_main_def_dark_elves	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh2_main_def_ssildra_tor	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh2_main_hef_high_elves	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh2_main_lzd_lizardmen	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh2_main_rogue	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh2_main_skv_skaven	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh3_dlc20_chs_azazel	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh3_dlc20_chs_sigvald	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh3_dlc20_chs_valkia	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh3_main_cth_cathay	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh3_main_dae_daemons	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh3_main_kho_khorne	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh3_main_ksl_kislev	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh3_main_nur_nurgle	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh3_main_ogr_ogre_kingdoms	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh3_main_sla_slaanesh	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh3_main_tze_tzeentch	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh_dlc03_bst_beastmen	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh_dlc05_wef_wood_elves	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh_dlc08_nor_norsca	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh_main_brt_bretonnia	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh_main_chs_chaos	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh_main_dwf_dwarfs	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh_main_emp_empire	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh_main_grn_greenskins	VALUE	100	91
wh3_main_corruption_slaanesh_91-100_wh_main_vmp_vampire_counts	VALUE	100	91
wh3_main_corruption_slaanesh_chd_1-10_wh3_dlc23_chd_chaos_dwarfs	VALUE	10	1
wh3_main_corruption_slaanesh_chd_11-20_wh3_dlc23_chd_chaos_dwarfs	VALUE	20	11
wh3_main_corruption_slaanesh_chd_21-30_wh3_dlc23_chd_chaos_dwarfs	VALUE	30	21
wh3_main_corruption_slaanesh_chd_31-40_wh3_dlc23_chd_chaos_dwarfs	VALUE	40	31
wh3_main_corruption_slaanesh_chd_41-50_wh3_dlc23_chd_chaos_dwarfs	VALUE	50	41
wh3_main_corruption_slaanesh_chd_51-60_wh3_dlc23_chd_chaos_dwarfs	VALUE	60	51
wh3_main_corruption_slaanesh_chd_61-70_wh3_dlc23_chd_chaos_dwarfs	VALUE	70	61
wh3_main_corruption_slaanesh_chd_71-80_wh3_dlc23_chd_chaos_dwarfs	VALUE	80	71
wh3_main_corruption_slaanesh_chd_81-90_wh3_dlc23_chd_chaos_dwarfs	VALUE	90	81
wh3_main_corruption_slaanesh_chd_91-100_wh3_dlc23_chd_chaos_dwarfs	VALUE	100	91
wh3_main_corruption_tzeentch_1-10_no_culture	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh2_dlc09_tmb_tomb_kings	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh2_dlc11_cst_vampire_coast	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh2_main_def_cult_of_pleasure	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh2_main_def_cult_of_pleasure_separatists	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh2_main_def_dark_elves	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh2_main_def_ssildra_tor	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh2_main_hef_high_elves	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh2_main_lzd_lizardmen	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh2_main_rogue	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh2_main_skv_skaven	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh3_dlc20_chs_festus	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh3_dlc20_chs_vilitch	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh3_main_cth_cathay	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh3_main_dae_daemons	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh3_main_kho_khorne	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh3_main_ksl_kislev	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh3_main_nur_nurgle	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh3_main_ogr_ogre_kingdoms	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh3_main_sla_slaanesh	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh3_main_tze_tzeentch	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh_dlc03_bst_beastmen	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh_dlc05_wef_wood_elves	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh_dlc08_nor_norsca	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh_main_brt_bretonnia	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh_main_chs_chaos	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh_main_dwf_dwarfs	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh_main_emp_empire	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh_main_grn_greenskins	VALUE	10	1
wh3_main_corruption_tzeentch_1-10_wh_main_vmp_vampire_counts	VALUE	10	1
wh3_main_corruption_tzeentch_11-20_no_culture	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh2_dlc09_tmb_tomb_kings	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh2_dlc11_cst_vampire_coast	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh2_main_def_cult_of_pleasure	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh2_main_def_cult_of_pleasure_separatists	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh2_main_def_dark_elves	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh2_main_def_ssildra_tor	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh2_main_hef_high_elves	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh2_main_lzd_lizardmen	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh2_main_rogue	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh2_main_skv_skaven	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh3_dlc20_chs_festus	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh3_dlc20_chs_vilitch	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh3_main_cth_cathay	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh3_main_dae_daemons	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh3_main_kho_khorne	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh3_main_ksl_kislev	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh3_main_nur_nurgle	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh3_main_ogr_ogre_kingdoms	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh3_main_sla_slaanesh	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh3_main_tze_tzeentch	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh_dlc03_bst_beastmen	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh_dlc05_wef_wood_elves	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh_dlc08_nor_norsca	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh_main_brt_bretonnia	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh_main_chs_chaos	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh_main_dwf_dwarfs	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh_main_emp_empire	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh_main_grn_greenskins	VALUE	20	11
wh3_main_corruption_tzeentch_11-20_wh_main_vmp_vampire_counts	VALUE	20	11
wh3_main_corruption_tzeentch_21-30_no_culture	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh2_dlc09_tmb_tomb_kings	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh2_dlc11_cst_vampire_coast	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh2_main_def_cult_of_pleasure	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh2_main_def_cult_of_pleasure_separatists	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh2_main_def_dark_elves	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh2_main_def_ssildra_tor	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh2_main_hef_high_elves	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh2_main_lzd_lizardmen	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh2_main_rogue	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh2_main_skv_skaven	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh3_dlc20_chs_festus	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh3_dlc20_chs_vilitch	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh3_main_cth_cathay	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh3_main_dae_daemons	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh3_main_kho_khorne	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh3_main_ksl_kislev	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh3_main_nur_nurgle	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh3_main_ogr_ogre_kingdoms	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh3_main_sla_slaanesh	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh3_main_tze_tzeentch	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh_dlc03_bst_beastmen	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh_dlc05_wef_wood_elves	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh_dlc08_nor_norsca	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh_main_brt_bretonnia	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh_main_chs_chaos	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh_main_dwf_dwarfs	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh_main_emp_empire	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh_main_grn_greenskins	VALUE	30	21
wh3_main_corruption_tzeentch_21-30_wh_main_vmp_vampire_counts	VALUE	30	21
wh3_main_corruption_tzeentch_31-40_no_culture	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh2_dlc09_tmb_tomb_kings	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh2_dlc11_cst_vampire_coast	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh2_main_def_cult_of_pleasure	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh2_main_def_cult_of_pleasure_separatists	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh2_main_def_dark_elves	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh2_main_def_ssildra_tor	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh2_main_hef_high_elves	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh2_main_lzd_lizardmen	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh2_main_rogue	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh2_main_skv_skaven	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh3_dlc20_chs_festus	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh3_dlc20_chs_vilitch	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh3_main_cth_cathay	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh3_main_dae_daemons	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh3_main_kho_khorne	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh3_main_ksl_kislev	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh3_main_nur_nurgle	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh3_main_ogr_ogre_kingdoms	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh3_main_sla_slaanesh	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh3_main_tze_tzeentch	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh_dlc03_bst_beastmen	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh_dlc05_wef_wood_elves	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh_dlc08_nor_norsca	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh_main_brt_bretonnia	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh_main_chs_chaos	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh_main_dwf_dwarfs	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh_main_emp_empire	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh_main_grn_greenskins	VALUE	40	31
wh3_main_corruption_tzeentch_31-40_wh_main_vmp_vampire_counts	VALUE	40	31
wh3_main_corruption_tzeentch_41-50_no_culture	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh2_dlc09_tmb_tomb_kings	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh2_dlc11_cst_vampire_coast	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh2_main_def_cult_of_pleasure	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh2_main_def_cult_of_pleasure_separatists	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh2_main_def_dark_elves	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh2_main_def_ssildra_tor	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh2_main_hef_high_elves	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh2_main_lzd_lizardmen	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh2_main_rogue	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh2_main_skv_skaven	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh3_dlc20_chs_festus	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh3_dlc20_chs_vilitch	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh3_main_cth_cathay	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh3_main_dae_daemons	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh3_main_kho_khorne	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh3_main_ksl_kislev	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh3_main_nur_nurgle	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh3_main_ogr_ogre_kingdoms	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh3_main_sla_slaanesh	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh3_main_tze_tzeentch	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh_dlc03_bst_beastmen	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh_dlc05_wef_wood_elves	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh_dlc08_nor_norsca	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh_main_brt_bretonnia	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh_main_chs_chaos	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh_main_dwf_dwarfs	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh_main_emp_empire	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh_main_grn_greenskins	VALUE	50	41
wh3_main_corruption_tzeentch_41-50_wh_main_vmp_vampire_counts	VALUE	50	41
wh3_main_corruption_tzeentch_51-60_no_culture	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh2_dlc09_tmb_tomb_kings	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh2_dlc11_cst_vampire_coast	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh2_main_def_cult_of_pleasure	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh2_main_def_cult_of_pleasure_separatists	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh2_main_def_dark_elves	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh2_main_def_ssildra_tor	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh2_main_hef_high_elves	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh2_main_lzd_lizardmen	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh2_main_rogue	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh2_main_skv_skaven	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh3_dlc20_chs_festus	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh3_dlc20_chs_vilitch	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh3_main_cth_cathay	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh3_main_dae_daemons	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh3_main_kho_khorne	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh3_main_ksl_kislev	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh3_main_nur_nurgle	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh3_main_ogr_ogre_kingdoms	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh3_main_sla_slaanesh	VALUE	60	51
wh3_main_corruption_tzeentch_51-60_wh3_main_tze_tzeentch	VALUE	60	51
